U0AA4Q8LS, U1JDCJE31, 73 
U0AA4Q8LS, U94J27HB3, 72 
U93GXHPA7, U94J27HB3, 72 
U0AA4Q8LS, UB29NHSKH, 65 
U2NAF0TEV, U94J27HB3, 52 
U938Y4H1P, U94J27HB3, 49 
U95512YE6, U94J27HB3, 47 
U93GXHPA7, U95512YE6, 47 
U0AA4Q8LS, U938Y4H1P, 46 
U93GXHPA7, UB29NHSKH, 39 
U0AA4Q8LS, U2NAF0TEV, 39 
U938Y4H1P, UB29NHSKH, 37 
U0AA4Q8LS, UCC28R0GL, 36 
U2NAF0TEV, UB29NHSKH, 36 
U94J27HB3, U95512YE6, 35 
UB1ATRBQV, U1JDCJE31, 33 
U95512YE6, U15CJU8U8, 32 
UB1ATRBQV, UB29NHSKH, 32 
U93GXHPA7, U15CJU8U8, 31 
U15CJU8U8, U94J27HB3, 30 
U2NAF0TEV, U1JDCJE31, 29 
U93GXHPA7, U1NHMP16K, 29 
UB1ATRBQV, U94J27HB3, 29 
UB1ATRBQV, U2NAF0TEV, 29 
U15CJU8U8, U95512YE6, 29 
U2NAF0TEV, U938Y4H1P, 28 
U9NFAUFU0, UB29NHSKH, 27 
U95512YE6, UB29NHSKH, 27 
UB1ATRBQV, UCC28R0GL, 26 
U938Y4H1P, U1JDCJE31, 26 
U0AA4Q8LS, UEGB506PJ, 26 
U0AA4Q8LS, UC1QPKJRF, 26 
U9NFAUFU0, U938Y4H1P, 25 
U2NAF0TEV, U95512YE6, 25 
U93GXHPA7, U1JDCJE31, 24 
U938Y4H1P, U966AN0JD, 24 
U2NAF0TEV, U15CJU8U8, 23 
U938Y4H1P, U2NAF0TEV, 22 
UB1ATRBQV, UC1QPKJRF, 22 
U2NAF0TEV, UC1QPKJRF, 21 
U0AA4Q8LS, U15CJU8U8, 21 
U93GXHPA7, UC1QPKJRF, 21 
U93GXHPA7, U2NAF0TEV, 21 
U94J27HB3, U15CJU8U8, 20 
U0AA4Q8LS, UC7JZG36C, 20 
U95512YE6, UC1QPKJRF, 20 
U1NHMP16K, U95512YE6, 20 
U2NAF0TEV, U1NHMP16K, 20 
U0AA4Q8LS, UBEB4651V, 20 
UB1ATRBQV, UEGB506PJ, 19 
U94J27HB3, UB29NHSKH, 19 
UB1ATRBQV, U938Y4H1P, 19 
U1NHMP16K, UB29NHSKH, 19 
U9LPTQL4T, U2NAF0TEV, 19 
U0AA4Q8LS, UB1ATRBQV, 18 
U95512YE6, U2NAF0TEV, 18 
U93GXHPA7, UCC28R0GL, 18 
U93GXHPA7, U938Y4H1P, 18 
U1NHMP16K, U94J27HB3, 18 
U94J27HB3, U2NAF0TEV, 18 
U93GXHPA7, U0AA4Q8LS, 17 
U938Y4H1P, UC1QPKJRF, 17 
U938Y4H1P, U15CJU8U8, 17 
U95512YE6, U94E0CKC4, 17 
U1NHMP16K, U2NAF0TEV, 17 
U966AN0JD, U94J27HB3, 17 
U0AA4Q8LS, U95512YE6, 17 
U2NAF0TEV, U4HAFJGRX, 16 
U2NAF0TEV, U9LPTQL4T, 16 
U93GXHPA7, U9LPTQL4T, 16 
U1NHMP16K, U1JDCJE31, 16 
U0AA4Q8LS, UDZNG4FL7, 16 
U93GXHPA7, UABFDCBA4, 16 
U938Y4H1P, U95512YE6, 16 
U9NFAUFU0, U2NAF0TEV, 15 
U938Y4H1P, U0AA4Q8LS, 15 
U2NAF0TEV, U93GXHPA7, 15 
U9NFAUFU0, U1JDCJE31, 15 
U9NFAUFU0, U94J27HB3, 15 
U0AA4Q8LS, UGMT8LWQ2, 15 
U0AA4Q8LS, U1NHMP16K, 15 
U2NAF0TEV, UCC28R0GL, 14 
U96J96UJY, U95512YE6, 14 
U966AN0JD, U938Y4H1P, 14 
U1NHMP16K, U938Y4H1P, 14 
UB1ATRBQV, UDZNG4FL7, 14 
U1JDCJE31, UB29NHSKH, 14 
U938Y4H1P, UAN783ZJ6, 14 
UDZNG4FL7, U2NAF0TEV, 14 
U94J27HB3, U1JDCJE31, 14 
U938Y4H1P, UCC28R0GL, 14 
U966AN0JD, UAN783ZJ6, 13 
U1NHMP16K, U94E0CKC4, 13 
U15CJU8U8, UB29NHSKH, 13 
U0AA4Q8LS, U9LPTQL4T, 13 
U95512YE6, U1JDCJE31, 13 
U93GXHPA7, U96J96UJY, 13 
UB1ATRBQV, U95512YE6, 13 
UCC28R0GL, UB29NHSKH, 13 
U93GXHPA7, UEGB506PJ, 13 
UDZNG4FL7, UB1ATRBQV, 12 
U93GXHPA7, U95HEFZV5, 12 
U0Z2D5GGY, U94J27HB3, 12 
U9NFAUFU0, U966AN0JD, 12 
U9NFAUFU0, UC1QPKJRF, 12 
U2NAF0TEV, U0AA4Q8LS, 12 
UCC28R0GL, U94J27HB3, 12 
UC1QPKJRF, U94J27HB3, 12 
UBEB4651V, U1JDCJE31, 12 
U1JDCJE31, U94J27HB3, 12 
U966AN0JD, UB29NHSKH, 12 
U9LPTQL4T, UB29NHSKH, 11 
U938Y4H1P, U9LPTQL4T, 11 
U966AN0JD, U1JDCJE31, 11 
U966AN0JD, U2NAF0TEV, 11 
U15CJU8U8, U94E0CKC4, 11 
U94J27HB3, UC1QPKJRF, 11 
U2NAF0TEV, UB1ATRBQV, 11 
U938Y4H1P, UABFDCBA4, 11 
U9LPTQL4T, U1JDCJE31, 11 
U9LPTQL4T, U938Y4H1P, 11 
UB1ATRBQV, UC7JZG36C, 11 
U95512YE6, U1NHMP16K, 11 
U94J27HB3, U938Y4H1P, 11 
U1JDCJE31, U2NAF0TEV, 11 
UB1ATRBQV, U15CJU8U8, 11 
U93GXHPA7, U4HAFJGRX, 10 
UCC28R0GL, UC7JZG36C, 10 
U938Y4H1P, U1NHMP16K, 10 
UB1ATRBQV, U9LPTQL4T, 10 
