,Unnamed: 0,soldPrice,bednumber,propertyType,duration_free_not_lease,isNew,latitude,longitude,nearest_hospital_distance
3797,3797,112000,3,Terraced,1,0,51.22062279278621,-2.976772,0.0020398011480326004
3798,3798,190000,3,Terraced,1,0,51.2291866074129,-2.976752,0.003968586534034815
3799,3799,159000,3,Terraced,1,0,51.2234010890872,-2.9834049929597204,0.0017312351870155045
3800,3800,193750,3,Semi-Detached,1,0,51.22612768372871,-2.98102855886541,0.002246107357641638
3801,3801,161000,3,Terraced,1,0,51.22545275670429,-2.9713906771073697,0.000324636738030835
3802,3802,190000,4,Terraced,1,0,51.22966021028849,-2.976048,0.004751784928271524
3803,3803,181000,3,Terraced,1,0,51.22613999649001,-2.97633155166189,0.0025004798444849207
3804,3804,175000,2,Semi-Detached,1,0,51.2297663417835,-2.97387330673754,0.004531666571319606
3805,3805,204000,2,Detached,1,0,51.216779729173204,-2.9827054720491804,0.001323597409705917
3806,3806,75000,3,Terraced,1,0,51.2215436946377,-2.97863996105445,0.0010636851807666334
3807,3807,210000,3,Semi-Detached,1,0,51.227293607533795,-2.98673891362207,0.0018896372629508707
3808,3808,198000,4,Terraced,1,0,51.2305310342142,-2.97565148722765,0.005546665519137952
3809,3809,215000,4,Terraced,1,0,51.23021,-2.9769870716399995,0.004778490912081511
3810,3810,185000,3,Semi-Detached,1,0,51.2280241934867,-2.97682972214828,0.0029825061757141943
3811,3811,124000,3,Terraced,1,0,51.2254834887794,-2.97956846424874,0.0008209248224766812
3812,3812,153500,3,Terraced,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3813,3813,109950,2,Flat,0,0,51.218572788896,-2.9756270000000002,0.0032404972654063325
3814,3814,177500,3,Terraced,1,0,51.22469038705921,-2.9851366164876096,0.0016702130852211067
3815,3815,214000,4,Terraced,1,0,51.23021,-2.9769870716399995,0.004778490912081511
3816,3816,175000,3,Terraced,1,0,51.230046170097296,-2.9750970000000003,0.005446504268411237
3817,3817,225000,3,Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3818,3818,193500,5,Terraced,1,0,51.2265512733288,-2.9712133151190097,0.000778456911411629
3819,3819,294000,6,Detached,1,0,51.231767,-2.958275,0.003362244834403262
3820,3820,100000,2,Flat,0,0,51.225196000000004,-2.9753380000000003,0.0034703506360764286
3821,3821,172500,3,Semi-Detached,1,0,51.226935276527904,-2.9780096421333804,0.0013943154123162598
3822,3822,143500,3,Semi-Detached,1,0,51.2230701138875,-2.9756794630772,0.0037445160410282956
3823,3823,192500,4,Terraced,1,0,51.230046170097296,-2.9750970000000003,0.005446504268411237
3824,3824,140000,3,Terraced,1,0,51.2254834887794,-2.97956846424874,0.0008209248224766812
3825,3825,147500,3,Terraced,1,0,51.2254834887794,-2.97956846424874,0.0008209248224766812
3826,3826,49000,2,Flat,0,0,51.2192111210025,-2.97584127850396,0.002966467668906874
3827,3827,123000,2,Terraced,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3828,3828,160000,2,Terraced,1,0,51.224921548569405,-2.97255377703879,0.0008821780224160936
3829,3829,165000,3,Terraced,1,0,51.2231834681675,-2.9846891567309504,0.0022666292648359835
3830,3830,165000,4,Terraced,1,0,51.2234010890872,-2.9834049929597204,0.0017312351870155045
3831,3831,124500,2,Terraced,1,0,51.2192243489188,-2.9774882195926704,0.0013198523726687002
3832,3832,222000,4,Semi-Detached,1,0,51.2259727513528,-2.98341685315334,0.0002105904214392462
3833,3833,145000,2,Flat,0,0,51.2285971368104,-2.97679928168652,0.003450054164439989
3834,3834,205000,2,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3835,3835,152000,3,Terraced,1,0,51.22388925430321,-2.98202633508298,0.0019443036644347083
3836,3836,162000,2,Semi-Detached,1,0,51.22742911376911,-2.9759435183109506,0.003299065557104987
3837,3837,140000,2,Terraced,1,0,51.224731299995604,-2.98668410544321,0.0012656792544052046
3838,3838,155000,3,Terraced,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
3839,3839,270000,3,Detached,1,0,51.2281573131754,-2.97488480833664,0.003970220169574688
3840,3840,157500,4,Terraced,1,0,51.2196735003155,-2.9699802963299,0.0006622976471153681
3841,3841,215000,4,Semi-Detached,1,0,51.227131,-2.97206179016575,0.0013880945953909157
3842,3842,185000,4,Terraced,1,0,51.22966021028849,-2.976048,0.004751784928271524
3843,3843,488000,5,Detached,1,0,51.215671603074796,-2.982953910097009,0.0005749961765482969
3844,3844,152000,3,Semi-Detached,1,0,51.224261,-2.978569,0.00089942331228115
3845,3845,159950,3,Terraced,1,0,51.224822801699,-2.9832920947498502,0.0003839317214642564
3846,3846,176000,3,Semi-Detached,1,0,51.2280241934867,-2.97682972214828,0.0029825061757141943
3847,3847,171500,3,Semi-Detached,1,0,51.226935276527904,-2.9780096421333804,0.0013943154123162598
3848,3848,245000,4,Detached,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
3849,3849,62000,1,Flat,0,0,51.21877228532461,-2.976521,0.002324978577553332
3850,3850,135000,2,Terraced,1,0,51.22545275670429,-2.9713906771073697,0.000324636738030835
3851,3851,90000,3,Flat,0,0,51.22123193675961,-2.9750534938499,0.0034376438739143105
3852,3852,90000,3,Flat,0,0,51.22123193675961,-2.9750534938499,0.0034376438739143105
3853,3853,140500,2,Terraced,1,0,51.22469038705921,-2.9851366164876096,0.0016702130852211067
3854,3854,132000,3,Terraced,1,0,51.2193478648786,-2.96804040921298,0.0010339053544864076
3855,3855,125000,2,Terraced,1,0,51.218376335672204,-2.97350402201037,0.001983576415020592
3856,3856,205000,2,Detached,1,0,51.225722306330496,-2.97249905532636,0.0008059300437538158
3857,3857,130000,2,Terraced,1,0,51.215671603074796,-2.982953910097009,0.0005749961765482969
3858,3858,120000,2,Flat,0,0,51.2265512733288,-2.9712133151190097,0.000778456911411629
3859,3859,114500,2,Terraced,1,0,51.2213500922445,-2.9781346734847904,0.0010895010933852844
3860,3860,190000,3,Semi-Detached,1,0,51.22648108262339,-2.97963261183312,0.0010749090554295364
3861,3861,220000,3,Detached,1,0,51.2201304299339,-2.9755886594131704,0.003239418198199964
3862,3862,135000,3,Terraced,1,0,51.2231834681675,-2.9846891567309504,0.0022666292648359835
3863,3863,166500,4,Terraced,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3864,3864,97000,2,Flat,0,0,51.218329,-2.970739,0.0010782631690273545
3865,3865,96000,2,Flat,0,0,51.2220637054724,-2.98097077943982,0.00267302949295346
3866,3866,123000,2,Terraced,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
3867,3867,109000,2,Flat,0,0,51.218376335672204,-2.97350402201037,0.001983576415020592
3868,3868,138000,0,Terraced,1,0,51.2192243489188,-2.9774882195926704,0.0013198523726687002
3869,3869,85000,2,Terraced,1,0,51.22062279278621,-2.976772,0.0020398011480326004
3870,3870,250000,3,Detached,1,0,51.22511497540189,-2.9773982247688995,0.001409524785182643
3871,3871,127500,2,Terraced,1,0,51.2209389861895,-2.976019,0.0028240752039412767
3872,3872,212000,3,Detached,1,0,51.2280974297515,-2.97343706655513,0.002888971217381023
3873,3873,102000,2,Terraced,1,0,51.218798945115296,-2.974586837853741,0.0029173674308825524
3874,3874,595000,4,Detached,1,0,51.231767,-2.958275,0.003362244834403262
3875,3875,205000,3,Semi-Detached,1,0,51.227131,-2.97206179016575,0.0013880945953909157
3876,3876,230000,4,Detached,1,0,51.227131,-2.97206179016575,0.0013880945953909157
3877,3877,160000,2,Semi-Detached,1,0,51.2260487433682,-2.9754130819442097,0.003404306266294823
3878,3878,155000,2,Semi-Detached,1,0,51.22723866540071,-2.97721408290237,0.002152351371349517
3879,3879,277000,2,Detached,1,0,51.2193478648786,-2.96804040921298,0.0010339053544864076
3880,3880,137500,3,Terraced,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
3881,3881,180000,2,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3882,3882,192950,3,Semi-Detached,1,0,51.2280974297515,-2.97343706655513,0.002888971217381023
3883,3883,143000,2,Terraced,1,0,51.22545275670429,-2.9713906771073697,0.000324636738030835
3884,3884,178000,4,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3885,3885,179000,4,Semi-Detached,1,0,51.2279961432896,-2.97155881083526,0.0022084859069319146
3886,3886,145000,3,Terraced,1,0,51.216779729173204,-2.9827054720491804,0.001323597409705917
3887,3887,156000,3,Terraced,1,0,51.224550694348295,-2.975839,0.0030243329119711317
3888,3888,135000,3,Terraced,1,0,51.22545275670429,-2.9713906771073697,0.000324636738030835
3889,3889,142000,3,Terraced,1,0,51.22469038705921,-2.9851366164876096,0.0016702130852211067
3890,3890,150000,2,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3891,3891,70500,1,Flat,0,0,51.21877228532461,-2.976521,0.002324978577553332
3892,3892,150000,3,Terraced,1,0,51.218016,-2.9801830000000002,0.001809874995250033
3893,3893,124000,2,Terraced,1,0,51.2196735003155,-2.9699802963299,0.0006622976471153681
3894,3894,274000,4,Detached,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
3895,3895,60000,1,Flat,0,0,51.21877228532461,-2.976521,0.002324978577553332
3896,3896,155000,0,Terraced,1,0,51.2191857792664,-2.97456637104766,0.0028702405455255466
3897,3897,130000,3,Terraced,1,0,51.2231834681675,-2.9846891567309504,0.0022666292648359835
3898,3898,155000,3,Terraced,1,0,51.224550694348295,-2.975839,0.0030243329119711317
3899,3899,188000,3,Semi-Detached,1,0,51.2260487433682,-2.9754130819442097,0.003404306266294823
3900,3900,158750,2,Semi-Detached,1,0,51.22723866540071,-2.97721408290237,0.002152351371349517
3901,3901,160000,3,Terraced,1,0,51.2265512733288,-2.9712133151190097,0.000778456911411629
3902,3902,118000,3,Terraced,1,0,51.2197373504747,-2.9752796500041003,0.0035450105384440796
3903,3903,48500,2,Flat,0,0,51.2192111210025,-2.97584127850396,0.002966467668906874
3904,3904,103000,2,Semi-Detached,1,0,51.2202668695955,-2.98292293383066,0.000643055493979067
3905,3905,117500,2,Terraced,1,0,51.2213500922445,-2.9781346734847904,0.0010895010933852844
3906,3906,189650,3,Semi-Detached,1,0,51.215671603074796,-2.982953910097009,0.0005749961765482969
3907,3907,131000,2,Terraced,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
3908,3908,175000,4,Terraced,1,0,51.22966021028849,-2.976048,0.004751784928271524
3909,3909,161000,4,Terraced,1,0,51.22966021028849,-2.976048,0.004751784928271524
3910,3910,156000,3,Semi-Detached,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
3911,3911,164500,3,Semi-Detached,1,0,51.22723866540071,-2.97721408290237,0.002152351371349517
3912,3912,130000,3,Semi-Detached,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3913,3913,125000,3,Terraced,1,0,51.22545275670429,-2.9713906771073697,0.000324636738030835
3914,3914,236000,3,Detached,1,0,51.22612768372871,-2.98102855886541,0.002246107357641638
3915,3915,79000,1,Flat,0,0,51.22742911376911,-2.9759435183109506,0.003299065557104987
3916,3916,138000,3,Semi-Detached,1,0,51.221415573405196,-2.9724369115448,0.0011829211303255752
3917,3917,125000,3,Terraced,1,0,51.2216214647966,-2.97362977257596,0.002238673588535309
3918,3918,50500,2,Semi-Detached,0,0,51.2210315744176,-2.98180799574009,0.0017992042820094342
3919,3919,145000,3,Terraced,1,0,51.2223165053819,-2.981921258723529,0.0024280361779780942
3920,3920,247000,3,Detached,1,0,51.22511497540189,-2.9773982247688995,0.001409524785182643
3921,3921,180000,4,Detached,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3922,3922,80800,1,Terraced,1,0,51.2202668695955,-2.98292293383066,0.000643055493979067
3923,3923,179950,2,Semi-Detached,1,0,51.226427,-2.98831,0.0007636289354709678
3924,3924,133000,3,Terraced,1,0,51.221415573405196,-2.9724369115448,0.0011829211303255752
3925,3925,180000,4,Semi-Detached,1,0,51.2281573131754,-2.97488480833664,0.003970220169574688
3926,3926,150000,3,Terraced,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
3927,3927,160500,3,Terraced,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3928,3928,179000,3,Detached,1,0,51.2297663417835,-2.97387330673754,0.004531666571319606
3929,3929,137000,2,Terraced,1,0,51.224731299995604,-2.98668410544321,0.0012656792544052046
3930,3930,130000,3,Semi-Detached,1,0,51.2274356801626,-2.97515598345369,0.003830461947220766
3931,3931,166000,2,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3932,3932,75500,2,Flat,0,0,51.21877228532461,-2.976521,0.002324978577553332
3933,3933,145000,3,Terraced,1,0,51.2216214647966,-2.97362977257596,0.002238673588535309
3934,3934,162000,3,Semi-Detached,1,0,51.216779729173204,-2.9827054720491804,0.001323597409705917
3935,3935,91000,2,Terraced,1,0,51.2213500922445,-2.9781346734847904,0.0010895010933852844
3936,3936,105000,2,Terraced,1,0,51.224921548569405,-2.97255377703879,0.0008821780224160936
3937,3937,188000,3,Semi-Detached,1,0,51.2264659347437,-2.98571873515566,0.0022696056207108075
3938,3938,195000,4,Semi-Detached,1,0,51.2257257366654,-2.97748276962519,0.0013265706812900454
3939,3939,95000,2,Terraced,1,0,51.218798945115296,-2.974586837853741,0.0029173674308825524
3940,3940,130000,2,Terraced,1,0,51.218376335672204,-2.97350402201037,0.001983576415020592
3941,3941,159280,3,Detached,1,0,51.2297663417835,-2.97387330673754,0.004531666571319606
3942,3942,118000,3,Terraced,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
3943,3943,183000,3,Detached,1,0,51.225722306330496,-2.97249905532636,0.0008059300437538158
3944,3944,150000,3,Semi-Detached,1,0,51.22612768372871,-2.98102855886541,0.002246107357641638
3945,3945,125000,2,Terraced,1,0,51.225659282937,-2.97574854575141,0.003062016553527768
3946,3946,181250,3,Detached,1,0,51.225722306330496,-2.97249905532636,0.0008059300437538158
3947,3947,97500,2,Terraced,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
3948,3948,150000,3,Terraced,1,1,51.22966021028849,-2.976048,0.004751784928271524
3949,3949,217000,4,Detached,1,0,51.21266522274421,-2.98437882092681,0.0031913730125985806
3950,3950,110000,2,Terraced,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
3951,3951,117000,3,Terraced,1,0,51.2223165053819,-2.981921258723529,0.0024280361779780942
3952,3952,157000,2,Semi-Detached,1,0,51.22511497540189,-2.9773982247688995,0.001409524785182643
3953,3953,166000,2,Semi-Detached,1,0,51.22723866540071,-2.97721408290237,0.002152351371349517
3954,3954,167500,4,Terraced,1,0,51.2290904594087,-2.9762078201449595,0.0041999524128982545
3955,3955,151000,3,Terraced,1,0,51.22469038705921,-2.9851366164876096,0.0016702130852211067
3956,3956,220000,3,Detached,1,0,51.2288453683771,-2.974671,0.004263013081381736
3957,3957,120000,3,Terraced,1,0,51.218804595830896,-2.97498787974869,0.0033145187671836866
3958,3958,140000,3,Terraced,1,0,51.2291866074129,-2.976752,0.003968586534034815
3959,3959,117500,3,Terraced,1,0,51.22469038705921,-2.9851366164876096,0.0016702130852211067
3960,3960,71500,1,Terraced,1,0,51.2192243489188,-2.9774882195926704,0.0013198523726687002
3961,3961,163500,2,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
3962,3962,110000,2,Flat,0,0,51.229910632624104,-2.97598170349156,0.004994986375913292
3963,3963,175000,2,Semi-Detached,1,0,51.2279961432896,-2.97155881083526,0.0022084859069319146
3964,3964,158000,4,Terraced,1,0,51.227131,-2.97206179016575,0.0013880945953909157
3965,3965,198000,3,Detached,1,0,51.2257149241618,-2.973531,0.0018364768536401654
3966,3966,145000,3,Terraced,1,0,51.22475991663821,-2.9811426767796703,0.0023638500550388717
3967,3967,225000,3,Detached,1,0,51.2259727513528,-2.98341685315334,0.0002105904214392462
3968,3968,185000,2,Detached,1,0,51.2257257366654,-2.97748276962519,0.0013265706812900454
3969,3969,83000,2,Terraced,1,0,51.2213500922445,-2.9781346734847904,0.0010895010933852844
3970,3970,207500,3,Detached,1,0,51.227131,-2.97206179016575,0.0013880945953909157
3971,3971,170000,3,Detached,1,0,51.2262164909227,-2.973626508756,0.001976507217185301
3972,3972,116000,3,Terraced,1,0,51.2216214647966,-2.97362977257596,0.002238673588535309
3973,3973,165000,4,Terraced,1,1,51.22966021028849,-2.976048,0.004751784928271524
3974,3974,177500,4,Terraced,1,0,51.22966021028849,-2.976048,0.004751784928271524
3975,3975,158500,3,Detached,1,0,51.224412956052106,-2.9731588320575697,0.001628192020557782
3976,3976,120000,3,Terraced,1,0,51.219058962184896,-2.9692657592181497,0.00017660920684661489
3977,3977,135000,6,Terraced,1,0,51.2195393985019,-2.979787,0.0009905117039950178
3978,3978,119000,3,Semi-Detached,1,0,51.222130315613796,-2.9762323758235496,0.0030515565164554934
3979,3979,123000,3,Terraced,1,0,51.22266052612921,-2.98271617337392,0.002313152154378094
3980,3980,145000,3,Semi-Detached,1,0,51.2256830850328,-2.9847138711797405,0.0011940432577331813
3981,3981,80000,2,Terraced,1,0,51.2213500922445,-2.9781346734847904,0.0010895010933852844
3982,3982,120000,3,Semi-Detached,1,0,51.22388925430321,-2.98202633508298,0.0019443036644347083
3983,3983,156000,3,Semi-Detached,1,0,51.22742911376911,-2.9759435183109506,0.003299065557104987
3984,3984,120500,3,Terraced,1,0,51.218329,-2.970739,0.0010782631690273545
3985,3985,30000,1,Flat,0,0,51.2222534030144,-2.97549035423505,0.0037553436221657794
3986,3986,110000,2,Terraced,1,0,51.2202668695955,-2.98292293383066,0.000643055493979067
3987,3987,170000,3,Detached,1,0,51.2262164909227,-2.973626508756,0.001976507217185301
3988,3988,140000,3,Semi-Detached,1,0,51.218376335672204,-2.97350402201037,0.001983576415020592
3989,3989,135500,2,Terraced,1,0,51.2196735003155,-2.9699802963299,0.0006622976471153681
3990,3990,160000,4,Semi-Detached,1,1,51.23021,-2.9769870716399995,0.004778490912081511
3991,3991,93500,1,Flat,0,0,51.2267615797422,-2.97403900561343,0.002535595640499568
3992,3992,79000,1,Flat,0,0,51.2267615797422,-2.97403900561343,0.002535595640499568
3993,3993,110000,2,Terraced,1,0,51.224550694348295,-2.975839,0.0030243329119711317
3994,3994,168000,3,Semi-Detached,1,0,51.2262164909227,-2.973626508756,0.001976507217185301
3995,3995,130000,3,Terraced,1,0,51.2231834681675,-2.9846891567309504,0.0022666292648359835
3996,3996,100000,4,Terraced,1,0,51.223307167322396,-2.97420951037019,0.003103724125165983
3997,3997,178000,4,Semi-Detached,1,0,51.227293607533795,-2.98673891362207,0.0018896372629508707
3998,3998,75000,2,Flat,0,0,51.21877228532461,-2.976521,0.002324978577553332
3999,3999,172500,3,Detached,1,0,51.2216214647966,-2.97362977257596,0.002238673588535309
4000,4000,164000,3,Semi-Detached,1,0,51.2257372759818,-2.98682018906873,0.0010671634385089064
4001,4001,123000,3,Terraced,1,0,51.2216214647966,-2.97362977257596,0.002238673588535309
4002,4002,150000,3,Terraced,1,0,51.2218586526519,-2.9753817704246,0.00368796040948172
4003,4003,86000,2,Terraced,1,0,51.2192243489188,-2.9774882195926704,0.0013198523726687002
4004,4004,123000,3,Terraced,1,0,51.2254834887794,-2.97956846424874,0.0008209248224766812
4005,4005,124500,2,Terraced,1,0,51.22469038705921,-2.9851366164876096,0.0016702130852211067
4006,4006,91000,2,Semi-Detached,1,0,51.2197373504747,-2.9752796500041003,0.0035450105384440796
4007,4007,140000,2,Terraced,1,0,51.22612768372871,-2.98102855886541,0.002246107357641638
4008,4008,174950,3,Semi-Detached,1,0,51.2285573169814,-2.97220078534596,0.002811054489302885
4009,4009,188300,4,Semi-Detached,1,0,51.2277306352157,-2.97752525567184,0.0023244796201461883
4010,4010,165000,2,Semi-Detached,1,0,51.2279961432896,-2.97155881083526,0.0022084859069319146
4011,4011,90000,3,Terraced,1,0,51.2223165053819,-2.981921258723529,0.0024280361779780942
4012,4012,150000,5,Semi-Detached,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
4013,4013,175000,3,Semi-Detached,1,0,51.2264659347437,-2.98571873515566,0.0022696056207108075
4014,4014,130000,3,Semi-Detached,1,0,51.223178999999995,-2.97686400463744,0.0027526682856561986
4015,4015,52000,3,Terraced,0,0,51.2222534030144,-2.97549035423505,0.0037553436221657794
4016,4016,115000,3,Semi-Detached,1,0,51.2213572707996,-2.97727565825798,0.0017588437011734355
4017,4017,83500,2,Flat,0,0,51.218376335672204,-2.97350402201037,0.001983576415020592
4018,4018,189950,3,Semi-Detached,1,0,51.2180739292274,-2.9806425422123395,0.0021489305154780616
4019,4019,135000,3,Terraced,1,1,51.23021,-2.9769870716399995,0.004778490912081511
4020,4020,114000,3,Terraced,1,0,51.224921548569405,-2.97255377703879,0.0008821780224160936
4021,4021,100000,3,Terraced,1,0,51.2254834887794,-2.97956846424874,0.0008209248224766812
4022,4022,107000,3,Terraced,1,0,51.2234010890872,-2.9834049929597204,0.0017312351870155045
4023,4023,173000,2,Semi-Detached,1,0,51.2297663417835,-2.97387330673754,0.004531666571319606
4024,4024,153000,3,Semi-Detached,1,0,51.2253679174704,-2.9718614735709195,0.0002912262672225821
4025,4025,125000,4,Terraced,1,0,51.2193478648786,-2.96804040921298,0.0010339053544864076
4026,4026,145000,4,Semi-Detached,1,0,51.22378438967321,-2.98487382571841,0.0019041081917678974
4027,4027,178000,4,Terraced,1,0,51.22966021028849,-2.976048,0.004751784928271524
4028,4028,179950,3,Semi-Detached,1,0,51.227131,-2.97206179016575,0.0013880945953909157
4029,4029,144000,1,Semi-Detached,1,0,51.2222429388649,-2.97458799003006,0.0033799384385133874
4030,4030,149995,4,Terraced,1,0,51.223307167322396,-2.97420951037019,0.003103724125165983
4031,4031,90000,2,Terraced,1,0,51.2222534030144,-2.97549035423505,0.0037553436221657794
4032,4032,172500,2,Detached,1,0,51.225552429608896,-2.97454334201207,0.0028572590888185454
4033,4033,42500,2,Flat,0,0,51.2222534030144,-2.97549035423505,0.0037553436221657794
4034,4034,123000,3,Semi-Detached,1,0,51.2213572707996,-2.97727565825798,0.0017588437011734355
4035,4035,153000,3,Terraced,1,1,51.2291866074129,-2.976752,0.003968586534034815
4036,4036,51000,2,Flat,0,0,51.2193016544275,-2.976675,0.002134552961191139
4037,4037,156000,4,Terraced,1,0,51.2196735003155,-2.9699802963299,0.0006622976471153681
4038,4038,205000,2,Detached,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
4039,4039,155000,2,Semi-Detached,1,0,51.2167602705157,-2.9839507267611896,0.0011054185404418936
4040,4040,245000,3,Detached,1,0,51.22759300386461,-2.97354099241558,0.002578245395661377
4041,4041,197500,3,Detached,1,0,51.2264659347437,-2.98571873515566,0.0022696056207108075
4042,4042,184000,2,Detached,1,0,51.226427,-2.98831,0.0007636289354709678
4043,4043,168000,4,Terraced,1,1,51.23021,-2.9769870716399995,0.004778490912081511
4044,4044,235000,3,Detached,1,0,51.2285493945844,-2.97423429766169,0.0037477802908397573
4045,4045,137500,2,Semi-Detached,1,0,51.2267615797422,-2.97403900561343,0.002535595640499568
4046,4046,56000,2,Flat,0,0,51.218329,-2.970739,0.0010782631690273545
4047,4047,85000,3,Terraced,0,0,51.224261,-2.978569,0.00089942331228115
4048,4048,200000,3,Detached,1,0,51.2262164909227,-2.973626508756,0.001976507217185301
4049,4049,34000,2,Flat,0,0,51.2222534030144,-2.97549035423505,0.0037553436221657794
4050,4050,165000,3,Semi-Detached,1,0,51.216165999999994,-2.987446,0.0006122582083415326
4051,4051,110000,2,Terraced,1,0,51.220125632836,-2.9729252106611903,0.0012828912872651578
4052,4052,162000,2,Detached,1,0,51.225722306330496,-2.97249905532636,0.0008059300437538158
4053,4053,122500,2,Semi-Detached,1,0,51.2213572707996,-2.97727565825798,0.0017588437011734355
4054,4054,105000,2,Flat,1,0,51.22966021028849,-2.976048,0.004751784928271524
4055,4055,140000,2,Terraced,1,0,51.2192243489188,-2.9774882195926704,0.0013198523726687002
4056,4056,184950,3,Semi-Detached,1,0,51.22723866540071,-2.97721408290237,0.002152351371349517
4057,4057,153500,2,Semi-Detached,1,0,51.2288453683771,-2.974671,0.004263013081381736
4058,4058,225000,5,Detached,1,0,51.22123193675961,-2.9750534938499,0.0034376438739143105
4059,4059,87000,2,Semi-Detached,1,1,51.23021,-2.9769870716399995,0.004778490912081511
4060,4060,110000,3,Terraced,1,0,51.2223899919906,-2.97744073187248,0.002337936214475041
4061,4061,202000,3,Detached,1,0,51.2254834887794,-2.97956846424874,0.0008209248224766812
4062,4062,108000,3,Terraced,1,0,51.224822801699,-2.9832920947498502,0.0003839317214642564
4063,4063,125000,2,Semi-Detached,1,0,51.22742911376911,-2.9759435183109506,0.003299065557104987
4064,4064,122000,2,Terraced,1,0,51.2216214647966,-2.97362977257596,0.002238673588535309
4065,4065,200000,3,Detached,1,0,51.2285493945844,-2.97423429766169,0.0037477802908397573
4066,4066,177995,3,Semi-Detached,1,1,51.228756098138106,-2.97714637019615,0.0033979791002072585
4067,4067,80000,1,Terraced,1,0,51.219383613851214,-2.97564446283992,0.003163233239968119
4068,4068,260000,3,Terraced,1,0,50.9103802141189,-2.8248824906139,0.022331256261805262
4069,4069,525000,3,Detached,1,0,50.908738441915,-2.82560729212823,0.021595990509575138
4070,4070,165000,2,Terraced,1,0,50.9098659514794,-2.827548,0.019649999672582293
4071,4071,290000,3,Detached,1,0,50.9113962471459,-2.82490045598892,0.022314521302627562
4072,4072,260000,2,Terraced,1,0,50.9105014642317,-2.82271,0.02286022084968865
4073,4073,229000,2,Semi-Detached,1,0,50.9104834172128,-2.82681874126329,0.02040215493637752
4074,4074,195000,2,Terraced,1,0,50.911397198231896,-2.82349229710479,0.023637489431346134
4075,4075,200000,2,Terraced,1,0,50.909262314807215,-2.82782118160148,0.019372163955778933
4076,4076,415000,4,Terraced,1,0,50.908029181916596,-2.8292500454142098,0.017995955336465776
4077,4077,319000,3,Detached,1,0,50.9113962471459,-2.82490045598892,0.022314521302627562
4078,4078,820000,4,Detached,1,0,50.9091880363258,-2.81280003688338,0.01292624768070354
4079,4079,285000,3,Terraced,1,0,50.909327158406704,-2.82374022578968,0.023452693345366135
4080,4080,305200,3,Detached,1,0,50.9113962471459,-2.82490045598892,0.022314521302627562
4081,4081,154000,2,Terraced,1,0,50.909327158406704,-2.82374022578968,0.023452693345366135
4082,4082,151000,1,Terraced,1,0,50.909327158406704,-2.82374022578968,0.023452693345366135
4083,4083,495000,4,Detached,1,0,50.911397198231896,-2.82349229710479,0.023637489431346134
4084,4084,465000,3,Detached,1,0,50.909158148462495,-2.8272930705903194,0.019901317663841806
4085,4085,180000,2,Semi-Detached,1,0,50.911397198231896,-2.82349229710479,0.023637489431346134
4086,4086,420000,3,Detached,1,0,50.9098659514794,-2.827548,0.019649999672582293
4087,4087,155000,2,Terraced,1,0,50.9098659514794,-2.827548,0.019649999672582293
4088,4088,188000,2,Semi-Detached,1,0,50.9098659514794,-2.827548,0.019649999672582293
4089,4089,270000,2,Semi-Detached,1,0,50.9110673236689,-2.82308820506119,0.02325021682763553
4090,4090,182500,2,Terraced,1,0,50.911397198231896,-2.82349229710479,0.023637489431346134
4091,4091,166000,2,Terraced,1,0,50.9098659514794,-2.827548,0.019649999672582293
4092,4092,475000,3,Detached,1,0,50.908738441915,-2.82560729212823,0.021595990509575138
4093,4093,135000,2,Terraced,1,0,50.9110673236689,-2.82308820506119,0.02325021682763553
4094,4094,1760000,6,Detached,1,0,50.9091880363258,-2.81280003688338,0.01292624768070354
