,soldPrice,bednumber,propertyType,duration_free_not_lease,isNew,latitude,longitude
368,386000,3,Semi-Detached,1,0,51.39382171,-2.35458547
369,775000,5,Semi-Detached,1,0,51.37317344,-2.370200109
370,900000,4,Detached,1,0,51.39537502,-2.3698475930000003
371,335000,3,Terraced,1,0,51.37488556,-2.383029221
372,490000,3,Flat,0,0,51.39259881,-2.332874
373,1080000,6,Terraced,1,0,51.35933088,-2.3481575880000003
374,467500,4,Semi-Detached,0,0,51.39876461,-2.352438807
375,375000,3,Terraced,1,0,51.396547,-2.351746
376,162500,1,Flat,0,0,51.39317831,-2.3502687
377,274000,3,Semi-Detached,1,0,51.38036491,-2.40343535
378,400000,3,Semi-Detached,1,0,51.36279334,-2.347939686
379,370000,2,Flat,0,0,51.38610589,-2.351924744
380,345000,2,Flat,0,0,51.38365721,-2.370026
381,318000,3,Semi-Detached,1,0,51.36607869,-2.39237859
382,450000,3,Terraced,1,0,51.36390755,-2.377220908
383,280000,3,Terraced,1,0,51.40297268,-2.337175421
384,232500,2,Terraced,1,0,51.363683,-2.388451
385,385000,2,Terraced,1,0,51.38621301,-2.380910791
386,590000,4,Semi-Detached,1,0,51.360969,-2.356958913
387,341000,2,Flat,0,0,51.39986578,-2.30272509
388,537000,4,Detached,1,1,51.408143,-2.375197
389,220000,2,Terraced,1,0,51.36926352,-2.397189429
390,700000,3,Semi-Detached,1,0,51.38965765,-2.351908896
391,275000,1,Flat,0,0,51.367641,-2.365772873
392,495000,3,Terraced,1,0,51.40361156,-2.4025186659999997
393,310000,3,Terraced,1,0,51.39814301,-2.294247317
394,645000,4,Semi-Detached,1,0,51.39142477,-2.38482
395,395000,3,Terraced,1,0,51.38553298,-2.3961663559999997
396,272500,3,Terraced,1,0,51.38543888,-2.383922108
397,375000,3,Semi-Detached,1,0,51.38686152,-2.399468721
398,435000,2,Flat,0,0,51.38421599,-2.3554452169999998
399,338000,3,Terraced,0,0,51.37725718,-2.3836955719999997
400,367500,3,Terraced,1,0,51.37832735,-2.3836470530000002
401,450000,5,Semi-Detached,1,0,51.35774568,-2.3667006859999997
402,437500,3,Detached,1,0,51.40712093,-2.313397636
403,355000,2,Detached,1,0,51.39109611,-2.380721414
404,280000,3,Semi-Detached,1,0,51.36990463,-2.391046602
405,515000,4,Semi-Detached,1,0,51.38844554,-2.393719682
406,520000,3,Semi-Detached,1,0,51.38568522,-2.393681609
407,208000,2,Terraced,1,0,51.36257445,-2.383472247
408,1575000,4,Terraced,1,0,51.37388071,-2.353741693
409,318500,3,Terraced,1,0,51.36257445,-2.383472247
410,1200000,5,Terraced,1,0,51.3866354,-2.3611116169999997
411,930000,3,Flat,0,0,51.393126047977894,-2.36896737843779
412,335000,3,Terraced,1,0,51.38358118,-2.393677914
413,575000,3,Semi-Detached,1,0,51.39120712,-2.398701753
414,360000,3,Semi-Detached,1,0,51.37594331,-2.352579487
415,496000,4,Semi-Detached,0,0,51.39265596,-2.322382113
416,975000,6,Semi-Detached,1,0,51.38809288,-2.38906
417,228000,2,Flat,0,0,51.38143312,-2.376991464
418,300000,2,Flat,0,0,51.359857,-2.34687047
419,244000,2,Semi-Detached,1,0,51.37730751,-2.390233288
420,217500,3,Terraced,1,0,51.38315921,-2.404049084
421,425000,4,Terraced,1,0,51.38358118,-2.393677914
422,400000,2,Terraced,1,0,51.40588637,-2.321037548
423,222000,2,Flat,0,0,51.38190426,-2.3841942659999997
424,250000,2,Terraced,0,0,51.38038956,-2.393549934
425,500000,3,Detached,1,0,51.36272226,-2.350668137
426,250000,2,Terraced,1,0,51.35912422,-2.382682232
427,475000,4,Terraced,1,0,51.38418317,-2.385707823
428,253500,2,Terraced,1,0,51.37958264,-2.379217721
429,940000,4,Semi-Detached,1,0,51.3894567,-2.349952833
430,155000,1,Flat,0,0,51.39668131,-2.391217524
431,610000,2,Terraced,0,0,51.38596162,-2.357987938
432,300000,2,Terraced,1,0,51.40081366,-2.304743856
433,238000,2,Flat,0,0,51.40272373,-2.326665007
434,200000,2,Terraced,1,0,51.3634478,-2.383120462
435,642000,6,Semi-Detached,1,0,51.39125565,-2.394994185
436,335000,2,Flat,0,0,51.38727928,-2.362251982
437,360000,3,Semi-Detached,1,0,51.37437203,-2.391486956
438,408000,3,Terraced,1,0,51.38579032,-2.38093602
439,345000,3,Semi-Detached,1,0,51.372887,-2.386877
440,550000,5,Semi-Detached,1,0,51.397004,-2.388819845
441,310000,2,Terraced,0,0,51.39685745,-2.349750615
442,950000,5,Detached,1,0,51.3662119,-2.3622005319999997
443,320000,2,Terraced,1,0,51.37010989,-2.386092278
444,907500,5,Detached,1,0,51.40832756,-2.312744532
445,635000,3,Semi-Detached,1,0,51.38568807,-2.392833785
446,207500,1,Flat,0,0,51.37524018,-2.37626531
447,270000,2,Terraced,1,0,51.37393586,-2.390161504
448,256500,2,Terraced,0,0,51.37827948,-2.379020161
449,288000,2,Semi-Detached,1,0,51.367641,-2.365772873
450,210000,2,Terraced,1,0,51.38237438,-2.404789371
451,312000,3,Terraced,1,0,51.37977,-2.39353
452,1200000,4,Detached,1,0,51.37867734,-2.337126067
453,425000,3,Semi-Detached,1,0,51.40265648,-2.400468937
454,507000,2,Terraced,0,0,51.39744064,-2.350171911
455,236000,2,Terraced,1,0,51.3649235,-2.3909610580000002
456,295000,4,Terraced,1,0,51.37122294,-2.372813304
457,490000,2,Flat,0,0,51.38497684,-2.350622771
