,soldPrice,bednumber,propertyType,duration_free_not_lease,isNew,latitude,longitude
2010,167500,2,Semi-Detached,1,0,50.8696172842743,-2.95674005271974
2011,184000,3,Terraced,1,0,50.8747374504901,-2.96832897314013
2012,334500,4,Detached,1,0,50.86990215069671,-2.97124158806042
2013,225000,3,Semi-Detached,1,0,50.879324034969905,-2.96612133872984
2014,195000,2,Terraced,1,0,50.878315597908,-2.95644915330666
2015,187000,3,Terraced,1,0,50.866344612358,-2.96103563166697
2016,126000,2,Terraced,1,0,50.87082238942221,-2.96328792383864
2017,412500,4,Detached,1,0,50.88169116548221,-2.9691270399998904
2018,200000,3,Detached,1,0,50.8680254213773,-2.9676640610187204
2019,185000,3,Terraced,1,0,50.881951105812206,-2.9539506687577903
2020,182000,3,Semi-Detached,1,0,50.87063560267771,-2.96194817333045
2021,130000,2,Terraced,1,0,50.8753377029541,-2.9675170546417795
2022,262500,4,Terraced,1,0,50.8747374504901,-2.96832897314013
2023,230000,3,Detached,1,0,50.868704843266705,-2.96162419974423
2024,215000,5,Terraced,1,0,50.878495309663705,-2.95316938117002
2025,150000,2,Terraced,1,0,50.87677109601379,-2.95617589660159
2026,340000,4,Detached,1,0,50.8723077523842,-2.97069468632169
2027,165000,2,Semi-Detached,1,0,50.8814016950248,-2.96607902864901
2028,123000,2,Terraced,1,0,50.8723077523842,-2.97069468632169
2029,105000,1,Terraced,1,0,50.86961772435001,-2.95558893999932
2030,255000,3,Detached,1,0,50.875539197402404,-2.97464203787955
2031,264000,3,Detached,1,0,50.88173802715961,-2.9699809171379603
2032,175000,3,Semi-Detached,1,0,50.8805317625304,-2.94825001389148
2033,167500,3,Semi-Detached,1,0,50.866344612358,-2.96103563166697
2034,321500,4,Detached,1,0,50.8792841756083,-2.9446284633026805
2035,137500,2,Semi-Detached,1,0,50.87752283479261,-2.95552323763352
2036,87000,2,Flat,0,0,50.87634127387611,-2.9755115800135
2037,220000,2,Detached,1,0,50.8780836831409,-2.96168935448894
2038,195000,3,Terraced,1,0,50.87812668349711,-2.95755397436364
2039,65000,1,Flat,0,0,50.87082238942221,-2.96328792383864
2040,339000,5,Detached,1,0,50.8674223202474,-2.9633883550878704
2041,245000,3,Semi-Detached,1,0,50.871828099720204,-2.9728879809721804
2042,132000,2,Terraced,1,0,50.869783481213105,-2.96603773400021
2043,147500,2,Semi-Detached,1,0,50.86961772435001,-2.95558893999932
2044,325000,3,Detached,1,0,50.87021457342521,-2.9693579435699506
2045,340000,3,Detached,1,0,50.8733743742665,-2.9732751057308002
2046,195000,2,Semi-Detached,1,0,50.877708,-2.960502
2047,117500,2,Semi-Detached,1,0,50.8701375472346,-2.9656329201106604
2048,265000,3,Detached,1,0,50.871828099720204,-2.9728879809721804
2049,190000,2,Semi-Detached,1,0,50.87982014764621,-2.9615829644784997
2050,93000,3,Terraced,1,0,50.8743118000344,-2.9686896830909597
2051,270000,4,Detached,1,0,50.865482044247294,-2.96094684107354
2052,280000,4,Detached,1,0,50.8785389549356,-2.9455941631691895
2053,162500,3,Terraced,1,0,50.878255928906896,-2.94944042723302
2054,190000,4,Terraced,1,0,50.879688465963795,-2.95352066346923
2055,193000,3,Terraced,1,0,50.8686905926293,-2.9709463919728702
2056,135000,2,Terraced,1,0,50.8694742519088,-2.96645768059267
2057,266000,4,Semi-Detached,1,0,50.879330057206495,-2.96973190666364
2058,262500,3,Terraced,1,0,50.8719618070103,-2.969338
2059,115000,3,Terraced,1,0,50.874367,-2.9578425329287406
2060,250000,3,Semi-Detached,1,0,50.87633343241821,-2.94920236201819
2061,343000,4,Detached,1,0,50.8773852017451,-2.94592614913307
2062,192500,4,Terraced,1,0,50.879688465963795,-2.95352066346923
2063,292500,3,Detached,1,0,50.867686146988405,-2.9619300825958903
2064,175000,3,Semi-Detached,1,0,50.8800526899806,-2.9540682524759196
2065,142000,2,Terraced,1,0,50.87677109601379,-2.95617589660159
2066,160000,3,Semi-Detached,1,0,50.879688465963795,-2.95352066346923
2067,149500,2,Terraced,1,0,50.8743118000344,-2.9686896830909597
2068,245000,3,Terraced,1,0,50.86600600042979,-2.9595650082063103
2069,195000,2,Detached,1,0,50.87512661429071,-2.949762
2070,227500,3,Detached,1,0,50.866833,-2.966346
2071,375000,3,Detached,1,0,50.8647452253316,-2.95320150434253
2072,125000,2,Terraced,1,0,50.877041193031594,-2.94952944461244
2073,235000,2,Semi-Detached,1,0,50.8688221934894,-2.9648383333840798
2074,146000,2,Terraced,1,0,50.8837289172903,-2.95428551459987
2075,110000,2,Terraced,1,0,50.8701375472346,-2.9656329201106604
2076,360000,3,Detached,1,0,50.8796659348987,-2.97151568651139
2077,155000,3,Terraced,1,0,50.864652170974296,-2.96452487398464
2078,214000,4,Semi-Detached,1,0,50.8805317625304,-2.94825001389148
2079,155000,2,Terraced,1,0,50.87982014764621,-2.9615829644784997
2080,148000,3,Terraced,1,0,50.8716656817611,-2.9635327037781103
2081,239000,4,Detached,1,0,50.88153585873421,-2.95853363342981
2082,235000,3,Semi-Detached,1,0,50.8785389549356,-2.9455941631691895
2083,240000,3,Semi-Detached,1,0,50.871828099720204,-2.9728879809721804
2084,193500,3,Detached,1,0,50.88153585873421,-2.95853363342981
2085,190000,3,Semi-Detached,1,0,50.879136671152104,-2.96267760678906
2086,180000,4,Terraced,1,0,50.879688465963795,-2.95352066346923
2087,200000,2,Detached,1,0,50.87352586714889,-2.9494295653159903
2088,172500,3,Terraced,1,0,50.8736668811567,-2.96294862436299
2089,300000,4,Detached,1,0,50.86990215069671,-2.97124158806042
2090,182950,3,Semi-Detached,1,0,50.8773852017451,-2.94592614913307
2091,317000,4,Detached,1,0,50.86990215069671,-2.97124158806042
2092,190000,3,Semi-Detached,1,0,50.879136671152104,-2.96267760678906
2093,140000,2,Terraced,1,0,50.87525587025479,-2.9687092604776697
2094,198000,4,Semi-Detached,1,0,50.876275559972804,-2.95848253793745
2095,174000,3,Semi-Detached,1,0,50.8703595902544,-2.95723844815857
2096,165000,3,Terraced,1,0,50.8723077523842,-2.97069468632169
2097,255000,4,Semi-Detached,1,0,50.8808446708574,-2.9616609177839797
2098,165000,3,Terraced,1,0,50.883218606533205,-2.95839758652914
2099,365000,5,Detached,1,0,50.8647452253316,-2.95320150434253
2100,138000,2,Semi-Detached,1,0,50.87752283479261,-2.95552323763352
2101,187000,3,Semi-Detached,1,0,50.8789110304872,-2.9703770606849904
2102,187000,3,Semi-Detached,1,0,50.8789110304872,-2.9703770606849904
2103,190000,4,Terraced,1,0,50.879688465963795,-2.95352066346923
2104,318000,4,Detached,1,0,50.87021457342521,-2.9693579435699506
2105,169000,3,Terraced,1,0,50.869145899004096,-2.96048216691221
2106,177500,3,Terraced,1,0,50.8769523600323,-2.9538059344094103
2107,220000,3,Semi-Detached,1,0,50.8795570565055,-2.9683862504819603
2108,210000,3,Semi-Detached,1,0,50.8795570565055,-2.9683862504819603
2109,175000,3,Terraced,1,0,50.875745636187,-2.9562117584154506
2110,143250,3,Terraced,1,0,50.875745636187,-2.9562117584154506
2111,204500,2,Semi-Detached,1,0,50.8668512883881,-2.9595681562749396
2112,98500,1,Flat,0,0,50.8789507845194,-2.9710033127822704
2113,132000,2,Flat,0,0,50.877974304104,-2.9662213454704
2114,184000,3,Semi-Detached,1,0,50.8783756328897,-2.9600891782901204
2115,283000,4,Detached,1,0,50.8688221934894,-2.9648383333840798
2116,344560,3,Detached,1,0,50.87512661429071,-2.949762
2117,100000,2,Terraced,1,0,50.8701375472346,-2.9656329201106604
2118,199950,2,Semi-Detached,1,0,50.86520341112271,-2.9620210743465205
2119,195000,2,Terraced,1,0,50.869891560887794,-2.96166283621906
2120,195000,3,Terraced,1,0,50.879954696884006,-2.95943934097964
2121,272500,4,Detached,1,0,50.8794793446083,-2.94606806207093
2122,275000,3,Detached,1,0,50.875539197402404,-2.97464203787955
2123,199950,3,Semi-Detached,1,0,50.8684103210536,-2.9700452732250398
2124,185000,2,Terraced,1,0,50.866016328181296,-2.95501792902901
2125,154000,3,Terraced,1,0,50.8747374504901,-2.96832897314013
2126,285000,4,Semi-Detached,1,0,50.8794793446083,-2.94606806207093
2127,177000,3,Terraced,1,0,50.881195114159496,-2.9606020159085094
2128,235000,3,Semi-Detached,1,0,50.8785389549356,-2.9455941631691895
2129,236000,3,Terraced,1,0,50.865482044247294,-2.96094684107354
2130,125000,1,Terraced,1,0,50.87752283479261,-2.95552323763352
2131,131750,2,Terraced,1,0,50.8694742519088,-2.96645768059267
2132,107000,1,Terraced,1,0,50.881030323154704,-2.95548127932884
2133,130000,3,Terraced,1,0,50.8753377029541,-2.9675170546417795
2134,155000,3,Semi-Detached,1,0,50.8765810571045,-2.9519221711731602
2135,255000,3,Detached,1,0,50.8634502316309,-2.9554059817345797
2136,165500,2,Terraced,1,0,50.88153585873421,-2.95853363342981
2137,100000,3,Terraced,0,0,50.8719339878732,-2.97205167214978
2138,102500,1,Flat,0,0,50.8719931129947,-2.9674335749537497
2139,210000,3,Semi-Detached,1,0,50.8786633047846,-2.9709689079473596
2140,150000,2,Semi-Detached,1,0,50.8801132499915,-2.9609351285688197
2141,155000,3,Terraced,1,0,50.88335818695929,-2.95453381877721
2142,136000,2,Terraced,1,0,50.869783481213105,-2.96603773400021
2143,185000,3,Terraced,1,0,50.876275559972804,-2.95848253793745
2144,206500,3,Detached,1,0,50.879330057206495,-2.96973190666364
2145,280000,4,Semi-Detached,1,0,50.868108066938,-2.9598355520107402
2146,367000,4,Detached,1,0,50.8800714628928,-2.96924979058545
2147,167000,2,Terraced,1,0,50.875745636187,-2.9562117584154506
2148,150000,2,Terraced,1,0,50.8736668811567,-2.96294862436299
2149,240000,3,Detached,1,0,50.883261,-2.952229
2150,269950,4,Detached,1,0,50.87021457342521,-2.9693579435699506
2151,165000,3,Terraced,1,0,50.8788116124988,-2.9507736409855596
2152,149950,3,Semi-Detached,1,0,50.883218606533205,-2.95839758652914
2153,145000,3,Terraced,1,0,50.869891560887794,-2.96166283621906
2154,210000,3,Terraced,1,0,50.8670554913663,-2.9696760916216296
2155,187500,4,Terraced,1,0,50.8800526899806,-2.9540682524759196
2156,148000,2,Semi-Detached,1,0,50.8814016950248,-2.96607902864901
2157,160000,3,Terraced,1,0,50.875745636187,-2.9562117584154506
2158,140000,3,Terraced,1,0,50.8786969993283,-2.95159572783463
2159,180000,4,Terraced,1,0,50.8800526899806,-2.9540682524759196
2160,119000,2,Terraced,1,0,50.8723077523842,-2.97069468632169
2161,118000,1,Semi-Detached,1,0,50.88153585873421,-2.95853363342981
2162,165000,4,Terraced,1,0,50.8703415571806,-2.96270954574458
2163,235000,3,Semi-Detached,1,0,50.88213079990089,-2.97249095008509
2164,182000,3,Terraced,1,0,50.881095757455505,-2.97043666870867
2165,235000,3,Detached,1,0,50.866387056318,-2.9656975168042004
2166,171000,3,Semi-Detached,1,0,50.879688465963795,-2.95352066346923
2167,180000,2,Semi-Detached,1,0,50.8696172842743,-2.95674005271974
2168,135000,2,Terraced,1,0,50.8723077523842,-2.97069468632169
2169,335000,4,Detached,1,0,50.88076870679271,-2.96758691642517
2170,155000,2,Semi-Detached,1,0,50.88153585873421,-2.95853363342981
2171,160000,2,Semi-Detached,1,0,50.881195114159496,-2.9606020159085094
2172,165000,2,Semi-Detached,1,0,50.883261,-2.952229
2173,90500,1,Flat,0,0,50.8719931129947,-2.9674335749537497
2174,175000,2,Semi-Detached,1,0,50.880931,-2.954598
2175,144250,3,Semi-Detached,1,0,50.8668153770991,-2.96283584103583
2176,88000,2,Flat,0,0,50.87082238942221,-2.96328792383864
2177,184950,3,Terraced,1,0,50.8790555694672,-2.96051536839589
2178,320000,2,Detached,1,0,50.8748816109185,-2.94748151687694
2179,85000,2,Terraced,0,0,50.871828099720204,-2.9728879809721804
2180,250000,3,Detached,1,0,50.8791461762356,-2.96805080274076
2181,234000,2,Detached,1,0,50.8651114727826,-2.9546015558989103
2182,175000,2,Semi-Detached,1,0,50.8817019838258,-2.95582196726789
2183,202500,4,Terraced,0,0,50.881095757455505,-2.97043666870867
2184,180000,3,Semi-Detached,1,0,50.8760016175591,-2.9535022543961698
2185,130000,2,Terraced,1,0,50.87677109601379,-2.95617589660159
2186,160000,2,Terraced,1,0,50.8789110304872,-2.9703770606849904
2187,155000,2,Terraced,1,0,50.880329,-2.95008
2188,178000,2,Semi-Detached,1,0,50.877708,-2.960502
2189,95000,2,Terraced,1,0,50.8723077523842,-2.97069468632169
2190,220000,3,Semi-Detached,1,0,50.8692748605185,-2.9546297721685697
2191,230000,3,Detached,1,0,50.867657994181606,-2.9555062279295403
2192,200000,2,Detached,1,0,50.87352586714889,-2.9494295653159903
2193,250000,4,Detached,1,0,50.8772941456129,-2.96907844791681
2194,124000,2,Terraced,1,0,50.87082238942221,-2.96328792383864
2195,124000,2,Terraced,1,0,50.87082238942221,-2.96328792383864
2196,328000,4,Detached,1,0,50.871828099720204,-2.9728879809721804
2197,160000,2,Terraced,1,0,50.8668512883881,-2.9595681562749396
2198,395000,4,Detached,1,0,50.8720485075986,-2.968671
2199,243000,3,Detached,1,0,50.87634127387611,-2.9755115800135
2200,85000,2,Terraced,1,0,50.8723077523842,-2.97069468632169
2201,225000,3,Terraced,1,0,50.87525587025479,-2.9687092604776697
2202,313000,3,Detached,1,0,50.8751190097637,-2.9732688162662595
2203,210000,4,Semi-Detached,1,0,50.88297267345921,-2.956473
2204,130000,2,Terraced,1,0,50.87525587025479,-2.9687092604776697
2205,233000,4,Semi-Detached,1,0,50.8808446708574,-2.9616609177839797
2206,310000,5,Detached,1,0,50.8641554157456,-2.95604562666727
2207,145000,3,Semi-Detached,1,0,50.88335818695929,-2.95453381877721
2208,155000,3,Terraced,1,0,50.8703595902544,-2.95723844815857
2209,159950,2,Semi-Detached,1,0,50.879954696884006,-2.95943934097964
2210,200000,3,Semi-Detached,1,0,50.8684103210536,-2.9700452732250398
2211,255000,4,Detached,1,0,50.8786391236364,-2.94765723791507
2212,355000,5,Detached,1,0,50.8748816109185,-2.94748151687694
2213,165000,2,Terraced,1,0,50.8743118000344,-2.9686896830909597
2214,185000,3,Semi-Detached,1,0,50.8783756328897,-2.9600891782901204
2215,115000,1,Semi-Detached,1,0,50.87752283479261,-2.95552323763352
2216,265000,4,Terraced,1,0,50.8719618070103,-2.969338
2217,165000,3,Semi-Detached,1,0,50.878255928906896,-2.94944042723302
2218,295000,3,Detached,1,0,50.8651114727826,-2.9546015558989103
2219,142000,2,Terraced,1,0,50.8786633047846,-2.9709689079473596
2220,210000,3,Semi-Detached,1,0,50.879136671152104,-2.96267760678906
2221,83750,3,Terraced,0,0,50.8842089279533,-2.95352805696968
2222,174000,3,Terraced,1,0,50.878255928906896,-2.94944042723302
2223,222500,3,Semi-Detached,1,0,50.879330057206495,-2.96973190666364
2224,275000,3,Detached,1,0,50.8786391236364,-2.94765723791507
2225,275000,4,Detached,1,0,50.883261,-2.952229
2226,110000,2,Terraced,1,0,50.8701375472346,-2.9656329201106604
2227,253000,3,Semi-Detached,1,0,50.8796659348987,-2.97151568651139
2228,164000,3,Terraced,1,0,50.8786391236364,-2.94765723791507
2229,240000,3,Semi-Detached,1,0,50.8786633047846,-2.9709689079473596
2230,200000,3,Terraced,1,0,50.8723077523842,-2.97069468632169
2231,350000,5,Detached,1,0,50.87512661429071,-2.949762
2232,152000,2,Semi-Detached,1,0,50.8703595902544,-2.95723844815857
2233,140000,2,Terraced,1,0,50.8743118000344,-2.9686896830909597
2234,205000,2,Detached,1,0,50.876290444743994,-2.97406074914683
2235,210000,3,Semi-Detached,1,0,50.8696172842743,-2.95674005271974
2236,110000,2,Flat,0,0,50.8800526899806,-2.9540682524759196
2237,243000,3,Detached,1,0,50.879251518698304,-2.963489
2238,245000,2,Detached,1,0,50.8774955220489,-2.97189695594226
2239,135000,2,Terraced,1,0,50.8723077523842,-2.97069468632169
2240,150000,2,Semi-Detached,1,0,50.883218606533205,-2.95839758652914
2241,240000,2,Detached,1,0,50.87512661429071,-2.949762
2242,135000,3,Terraced,1,0,50.883218606533205,-2.95839758652914
2243,114000,1,Terraced,1,0,50.86961772435001,-2.95558893999932
2244,138000,3,Terraced,1,0,50.8747374504901,-2.96832897314013
2245,131500,2,Semi-Detached,1,0,50.869783481213105,-2.96603773400021
2246,274000,3,Detached,1,0,50.87633343241821,-2.94920236201819
2247,185000,3,Semi-Detached,1,0,50.879954696884006,-2.95943934097964
2248,205000,3,Terraced,1,0,50.86537085658521,-2.9558715524890204
2249,325000,4,Detached,1,0,50.866387056318,-2.9656975168042004
2250,237500,3,Semi-Detached,1,0,50.882346640674,-2.95506753788827
2251,250000,2,Semi-Detached,1,0,50.8881287097654,-2.94958430473928
2252,154000,3,Terraced,1,0,50.87677109601379,-2.95617589660159
2253,137400,2,Terraced,1,0,50.8701306064876,-2.96647125773817
2254,248500,4,Semi-Detached,1,0,50.8692748605185,-2.9546297721685697
2255,325000,3,Detached,1,0,50.87021457342521,-2.9693579435699506
2256,349000,5,Detached,1,0,50.874291043837005,-2.94933141460816
2257,77500,3,Terraced,0,0,50.8837289172903,-2.95428551459987
2258,228000,4,Semi-Detached,1,0,50.8684103210536,-2.9700452732250398
2259,160000,3,Semi-Detached,1,0,50.86579649548321,-2.95660498044404
2260,150000,3,Terraced,1,0,50.870085877544696,-2.9609988941308396
2261,142500,3,Terraced,1,0,50.8758768697753,-2.96973128275355
2262,159500,3,Semi-Detached,1,0,50.8687979353831,-2.9579596433543096
2263,176000,3,Detached,1,0,50.88071044001779,-2.954283
2264,130000,3,Terraced,1,0,50.878495309663705,-2.95316938117002
2265,247000,2,Detached,1,0,50.880711384127295,-2.9701586013082
2266,126500,3,Terraced,1,0,50.8753377029541,-2.9675170546417795
2267,150000,2,Terraced,1,0,50.8801132499915,-2.9609351285688197
2268,145000,3,Terraced,1,0,50.875745636187,-2.9562117584154506
2269,119000,3,Semi-Detached,1,0,50.87933091690411,-2.9576497349905
2270,302500,4,Detached,1,0,50.868190632127295,-2.963845
2271,208000,3,Terraced,1,0,50.879330057206495,-2.96973190666364
2272,189500,3,Detached,1,0,50.877895157654,-2.9451404989642995
2273,162500,2,Terraced,1,0,50.8786633047846,-2.9709689079473596
2274,170000,4,Terraced,1,0,50.8800526899806,-2.9540682524759196
2275,227500,3,Detached,1,0,50.8786444406212,-2.96782719160509
2276,321000,6,Detached,1,0,50.882352731254905,-2.9695956572186
2277,93750,3,Terraced,0,0,50.871828099720204,-2.9728879809721804
2278,165000,3,Semi-Detached,1,0,50.87525587025479,-2.9687092604776697
2279,210000,4,Terraced,1,0,50.866016328181296,-2.95501792902901
2280,155000,2,Detached,1,0,50.881841283235396,-2.9618520208640295
2281,148000,3,Semi-Detached,1,0,50.88071044001779,-2.954283
2282,215000,2,Detached,1,0,50.8786444406212,-2.96782719160509
2283,164000,3,Terraced,1,0,50.883395,-2.953483
2284,125000,3,Terraced,1,0,50.8753377029541,-2.9675170546417795
2285,182500,3,Terraced,1,0,50.8668153770991,-2.96283584103583
2286,270000,2,Detached,1,0,50.88169116548221,-2.9691270399998904
2287,147000,2,Terraced,1,0,50.880942201879996,-2.97159909462515
2288,285000,2,Detached,1,0,50.8634502316309,-2.9554059817345797
2289,245000,3,Detached,1,0,50.876290444743994,-2.97406074914683
2290,170000,3,Terraced,1,0,50.8696172842743,-2.95674005271974
2291,180000,3,Terraced,1,0,50.88153585873421,-2.95853363342981
2292,136000,2,Terraced,1,0,50.8758768697753,-2.96973128275355
2293,155000,2,Terraced,1,0,50.879954696884006,-2.95943934097964
2294,179100,3,Terraced,1,0,50.8706968243047,-2.9577854026254506
2295,150000,3,Terraced,1,0,50.86961772435001,-2.95558893999932
2296,150000,3,Terraced,1,0,50.864652170974296,-2.96452487398464
2297,185000,3,Semi-Detached,1,0,50.86617823398561,-2.9583038251949
2298,112500,1,Terraced,1,0,50.86961772435001,-2.95558893999932
2299,244950,0,Detached,1,0,50.8686905926293,-2.9709463919728702
2300,246500,2,Detached,1,0,50.8772941456129,-2.96907844791681
2301,235000,2,Detached,1,0,50.8792732643755,-2.9657365017479504
2302,247000,3,Detached,1,0,50.87352586714889,-2.9494295653159903
2303,350000,8,Detached,1,0,50.873488117915706,-2.96716607102704
2304,280000,4,Detached,1,0,50.88173802715961,-2.9699809171379603
2305,185000,3,Detached,1,0,50.8696172842743,-2.95674005271974
2306,95000,2,Semi-Detached,0,0,50.878495309663705,-2.95316938117002
2307,165000,3,Semi-Detached,1,0,50.881841283235396,-2.9618520208640295
2308,270000,0,Semi-Detached,1,0,50.8786633047846,-2.9709689079473596
2309,128500,2,Terraced,1,0,50.8753377029541,-2.9675170546417795
2310,222500,4,Terraced,1,0,50.879330057206495,-2.96973190666364
2311,155000,2,Terraced,1,0,50.8711923346278,-2.96506
2312,340000,5,Detached,1,1,50.880566,-2.946522
2313,141000,2,Semi-Detached,1,0,50.881841283235396,-2.9618520208640295
2314,224000,3,Detached,1,0,50.8786444406212,-2.96782719160509
2315,92000,1,Terraced,1,0,50.883395,-2.953483
2316,89000,1,Flat,0,0,50.87634127387611,-2.9755115800135
2317,167500,3,Terraced,1,0,50.8811498200597,-2.95954918233447
2318,165000,3,Terraced,1,0,50.8696172842743,-2.95674005271974
2319,175000,2,Terraced,1,0,50.87982014764621,-2.9615829644784997
2320,142500,3,Terraced,1,0,50.8703415571806,-2.96270954574458
2321,143250,3,Terraced,1,0,50.880942201879996,-2.97159909462515
2322,105000,2,Terraced,0,0,50.8719931129947,-2.9674335749537497
2323,227500,2,Semi-Detached,1,0,50.8786444406212,-2.96782719160509
2324,229000,3,Detached,1,0,50.879251518698304,-2.963489
2325,140500,3,Terraced,1,0,50.880942201879996,-2.97159909462515
2326,45000,1,Flat,0,0,50.8687979353831,-2.9579596433543096
2327,112500,1,Terraced,1,0,50.88153585873421,-2.95853363342981
2328,209000,3,Semi-Detached,1,0,50.866016328181296,-2.95501792902901
2329,122500,2,Terraced,1,0,50.8720485075986,-2.968671
2330,165000,2,Semi-Detached,1,0,50.8687979353831,-2.9579596433543096
2331,135000,2,Terraced,1,0,50.883218606533205,-2.95839758652914
2332,173000,3,Terraced,1,0,50.879688465963795,-2.95352066346923
2333,225000,4,Detached,1,0,50.8795570565055,-2.9683862504819603
2334,150000,2,Terraced,1,0,50.881069493401206,-2.9660152972985
2335,165000,3,Terraced,1,0,50.8823897855009,-2.9585795908691095
2336,194500,3,Semi-Detached,1,0,50.8805317625304,-2.94825001389148
2337,200000,2,Detached,1,0,50.87352586714889,-2.9494295653159903
2338,328000,3,Detached,1,0,50.876402859201,-2.97244275915278
2339,172000,2,Semi-Detached,1,0,50.8677241523522,-2.96603778914588
2340,161000,3,Semi-Detached,1,0,50.86600600042979,-2.9595650082063103
2341,143000,2,Terraced,1,0,50.87982014764621,-2.9615829644784997
2342,173000,2,Semi-Detached,1,0,50.878445014925006,-2.96367254999532
2343,170000,3,Terraced,1,0,50.878255928906896,-2.94944042723302
2344,160000,2,Terraced,1,0,50.881195114159496,-2.9606020159085094
2345,360000,4,Detached,1,0,50.8823178328617,-2.95638896632915
2346,212500,4,Terraced,1,0,50.8684103210536,-2.9700452732250398
2347,165000,2,Semi-Detached,1,0,50.877892680717295,-2.96413021304713
2348,245000,2,Detached,1,0,50.875144459381104,-2.9712937292109705
2349,250000,3,Detached,1,0,50.877974304104,-2.9662213454704
2350,189950,3,Semi-Detached,1,0,50.877708,-2.960502
2351,178000,3,Semi-Detached,1,0,50.8773852017451,-2.94592614913307
2352,222000,3,Detached,1,0,50.8817019838258,-2.95582196726789
2353,330000,2,Detached,1,0,50.8731599008842,-2.97203415244232
2354,270000,4,Detached,1,0,50.866016328181296,-2.95501792902901
2355,315000,3,Detached,1,0,50.8651114727826,-2.9546015558989103
2356,290000,4,Detached,1,0,50.8688221934894,-2.9648383333840798
2357,120000,3,Terraced,1,0,50.872387,-2.9614258358298904
2358,180000,3,Terraced,1,0,50.88297267345921,-2.956473
2359,222500,2,Detached,1,0,50.87982014764621,-2.9615829644784997
2360,115000,2,Terraced,1,0,50.879688465963795,-2.95352066346923
2361,140000,3,Terraced,1,0,50.8696172842743,-2.95674005271974
2362,230000,3,Detached,1,0,50.874271249851105,-2.97248366169895
2363,135000,3,Semi-Detached,1,0,50.8765810571045,-2.9519221711731602
2364,280000,3,Detached,1,0,50.881157264977,-2.968816
2365,170500,3,Terraced,1,0,50.8670554913663,-2.9696760916216296
2366,176000,3,Semi-Detached,1,0,50.879954696884006,-2.95943934097964
2367,132000,2,Terraced,1,0,50.8701306064876,-2.96647125773817
2368,60000,1,Flat,0,0,50.86961772435001,-2.95558893999932
2369,145000,2,Semi-Detached,1,0,50.879954696884006,-2.95943934097964
2370,142000,3,Terraced,1,0,50.868108066938,-2.9598355520107402
2371,231500,3,Detached,1,0,50.875144459381104,-2.9712937292109705
2372,203000,3,Semi-Detached,1,0,50.86961772435001,-2.95558893999932
2373,165000,3,Semi-Detached,1,0,50.8757871526024,-2.95443595136833
2374,140000,3,Terraced,1,0,50.8788116124988,-2.9507736409855596
2375,110000,4,Terraced,1,0,50.8693890794469,-2.96261886320988
2376,204000,3,Semi-Detached,1,0,50.8669888055541,-2.9559614926810496
2377,224000,3,Detached,1,0,50.8786444406212,-2.96782719160509
2378,150000,2,Terraced,1,0,50.87982014764621,-2.9615829644784997
2379,140000,2,Semi-Detached,1,0,50.881951105812206,-2.9539506687577903
2380,278000,4,Detached,1,0,50.8794793446083,-2.94606806207093
2381,173000,3,Terraced,1,0,50.8684103210536,-2.9700452732250398
2382,135000,2,Flat,0,0,50.87634127387611,-2.9755115800135
2383,350000,4,Detached,1,0,50.871828099720204,-2.9728879809721804
2384,285000,3,Detached,1,0,50.875539197402404,-2.97464203787955
2385,165000,2,Detached,1,0,50.8781357214195,-2.96301232568636
2386,173000,3,Terraced,1,0,50.8703700743047,-2.9559596181898202
2387,115000,1,Semi-Detached,1,0,50.8667382398812,-2.96455372328392
2388,173000,4,Terraced,1,0,50.8800526899806,-2.9540682524759196
2389,136000,2,Semi-Detached,1,0,50.86961772435001,-2.95558893999932
2390,151000,3,Terraced,1,0,50.878255928906896,-2.94944042723302
2391,155000,4,Semi-Detached,1,0,50.87933091690411,-2.9576497349905
2392,178000,3,Semi-Detached,1,0,50.8684103210536,-2.9700452732250398
2393,165000,3,Terraced,1,0,50.881095757455505,-2.97043666870867
2394,220000,3,Semi-Detached,1,0,50.866016328181296,-2.95501792902901
2395,155000,3,Terraced,1,0,50.8714434421104,-2.9577580732548396
2396,215000,2,Detached,1,0,50.87512661429071,-2.949762
2397,135000,3,Terraced,1,0,50.871994244201204,-2.95857945510642
2398,142000,2,Semi-Detached,1,0,50.8696172842743,-2.95674005271974
2399,115000,2,Terraced,1,0,50.87082238942221,-2.96328792383864
2400,250000,5,Semi-Detached,1,0,50.8674560067552,-2.96148481218358
2401,150000,3,Semi-Detached,1,0,50.8765810571045,-2.9519221711731602
2402,198950,2,Detached,1,0,50.8780836831409,-2.96168935448894
2403,225000,3,Semi-Detached,1,0,50.87963610727671,-2.9478053966674302
2404,128000,3,Terraced,1,0,50.8777005485134,-2.95248511219132
2405,135000,2,Terraced,1,0,50.8738595013447,-2.96792703201832
2406,180000,3,Semi-Detached,1,0,50.882622616708204,-2.95979267381245
2407,312000,4,Detached,1,0,50.8773852017451,-2.94592614913307
2408,128000,2,Terraced,1,0,50.86961772435001,-2.95558893999932
2409,177000,2,Semi-Detached,1,0,50.8668153770991,-2.96283584103583
2410,222500,3,Semi-Detached,1,0,50.8796659348987,-2.97151568651139
2411,100000,3,Terraced,1,0,50.8693890794469,-2.96261886320988
2412,139500,2,Terraced,1,0,50.881841283235396,-2.9618520208640295
2413,175000,2,Terraced,1,0,50.881069493401206,-2.9660152972985
